sample_id	site	plot	date	year	release	r1	r2
MLFH010320180409	01	03	20180409	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320180409_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320180409_2.fq.gz
MLFH010320180423	01	03	20180423	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320180423_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320180423_2.fq.gz
MLFH010320180507	01	03	20180507	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320180507_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320180507_2.fq.gz
MLFH010320180518	01	03	20180518	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320180518_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320180518_2.fq.gz
MLFH010320190401	01	03	20190401	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320190401_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320190401_2.fq.gz
MLFH010320190415	01	03	20190415	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320190415_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320190415_2.fq.gz
MLFH010320190429	01	03	20190429	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320190429_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320190429_2.fq.gz
MLFH010320190513	01	03	20190513	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320190513_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320190513_2.fq.gz
MLFH010320190528	01	03	20190528	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320190528_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010320190528_2.fq.gz
MLFH010420180409	01	04	20180409	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420180409_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420180409_2.fq.gz
MLFH010420180423	01	04	20180423	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420180423_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420180423_2.fq.gz
MLFH010420180507	01	04	20180507	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420180507_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420180507_2.fq.gz
MLFH010420180518	01	04	20180518	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420180518_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420180518_2.fq.gz
MLFH010420190401	01	04	20190401	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420190401_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420190401_2.fq.gz
MLFH010420190415	01	04	20190415	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420190415_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420190415_2.fq.gz
MLFH010420190429	01	04	20190429	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420190429_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420190429_2.fq.gz
MLFH010420190513	01	04	20190513	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420190513_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420190513_2.fq.gz
MLFH010420190528	01	04	20190528	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420190528_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH010420190528_2.fq.gz
MLFH020620180405	02	06	20180405	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH020620180405_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH020620180405_2.fq.gz
MLFH020620180420	02	06	20180420	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH020620180420_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH020620180420_2.fq.gz
MLFH020620190215	02	06	20190215	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH020620190215_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH020620190215_2.fq.gz
MLFH020720180405	02	07	20180405	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH020720180405_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH020720180405_2.fq.gz
MLFH020720180420	02	07	20180420	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH020720180420_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH020720180420_2.fq.gz
MLFH020720190221	02	07	20190221	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH020720190221_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH020720190221_2.fq.gz
MLFH040320180306	04	03	20180306	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH040320180306_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH040320180306_2.fq.gz
MLFH040320180321	04	03	20180321	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH040320180321_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH040320180321_2.fq.gz
MLFH040320190208	04	03	20190208	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH040320190208_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH040320190208_2.fq.gz
MLFH040320190221	04	03	20190221	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH040320190221_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH040320190221_2.fq.gz
MLFH040420180306	04	04	20180306	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH040420180306_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH040420180306_2.fq.gz
MLFH040420180321	04	04	20180321	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH040420180321_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH040420180321_2.fq.gz
MLFH050320180411	05	03	20180411	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH050320180411_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH050320180411_2.fq.gz
MLFH050320180426	05	03	20180426	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH050320180426_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH050320180426_2.fq.gz
MLFH050320190312	05	03	20190312	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH050320190312_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH050320190312_2.fq.gz
MLFH050420180411	05	04	20180411	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH050420180411_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH050420180411_2.fq.gz
MLFH050420180426	05	04	20180426	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH050420180426_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH050420180426_2.fq.gz
MLFH050420190312	05	04	20190312	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH050420190312_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH050420190312_2.fq.gz
MLFH060320180328	06	03	20180328	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060320180328_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060320180328_2.fq.gz
MLFH060320180412	06	03	20180412	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060320180412_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060320180412_2.fq.gz
MLFH060320180425	06	03	20180425	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060320180425_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060320180425_2.fq.gz
MLFH060320190212	06	03	20190212	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060320190212_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060320190212_2.fq.gz
MLFH060320190226	06	03	20190226	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060320190226_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060320190226_2.fq.gz
MLFH060420180328	06	04	20180328	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060420180328_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060420180328_2.fq.gz
MLFH060420180412	06	04	20180412	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060420180412_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060420180412_2.fq.gz
MLFH060420180425	06	04	20180425	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060420180425_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH060420180425_2.fq.gz
MLFH090320180418	09	03	20180418	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090320180418_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090320180418_2.fq.gz
MLFH090320180504	09	03	20180504	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090320180504_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090320180504_2.fq.gz
MLFH090320180518	09	03	20180518	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090320180518_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090320180518_2.fq.gz
MLFH090320180531	09	03	20180531	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090320180531_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090320180531_2.fq.gz
MLFH090320190604	09	03	20190604	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090320190604_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090320190604_2.fq.gz
MLFH090420180418	09	04	20180418	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090420180418_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090420180418_2.fq.gz
MLFH090420180504	09	04	20180504	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090420180504_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090420180504_2.fq.gz
MLFH090420180518	09	04	20180518	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090420180518_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090420180518_2.fq.gz
MLFH090420180531	09	04	20180531	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090420180531_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH090420180531_2.fq.gz
MLFH100320180130	10	03	20180130	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100320180130_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100320180130_2.fq.gz
MLFH100320180215	10	03	20180215	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100320180215_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100320180215_2.fq.gz
MLFH100320180301	10	03	20180301	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100320180301_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100320180301_2.fq.gz
MLFH100320190322	10	03	20190322	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100320190322_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100320190322_2.fq.gz
MLFH100420180130	10	04	20180130	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100420180130_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100420180130_2.fq.gz
MLFH100420180215	10	04	20180215	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100420180215_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100420180215_2.fq.gz
MLFH100420180301	10	04	20180301	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100420180301_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH100420180301_2.fq.gz
MLFH110320180430	11	03	20180430	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH110320180430_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH110320180430_2.fq.gz
MLFH110320180515	11	03	20180515	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH110320180515_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH110320180515_2.fq.gz
MLFH110320180529	11	03	20180529	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH110320180529_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH110320180529_2.fq.gz
MLFH110420180430	11	04	20180430	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH110420180430_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH110420180430_2.fq.gz
MLFH110420180515	11	04	20180515	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH110420180515_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH110420180515_2.fq.gz
MLFH110420180529	11	04	20180529	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH110420180529_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH110420180529_2.fq.gz
MLFH120420180427	12	04	20180427	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120420180427_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120420180427_2.fq.gz
MLFH120420180511	12	04	20180511	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120420180511_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120420180511_2.fq.gz
MLFH120420180525	12	04	20180525	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120420180525_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120420180525_2.fq.gz
MLFH120420190430	12	04	20190430	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120420190430_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120420190430_2.fq.gz
MLFH120420190514	12	04	20190514	2019	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120420190514_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120420190514_2.fq.gz
MLFH120520180427	12	05	20180427	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120520180427_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120520180427_2.fq.gz
MLFH120520180511	12	05	20180511	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120520180511_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120520180511_2.fq.gz
MLFH120520180525	12	05	20180525	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120520180525_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH120520180525_2.fq.gz
MLFH230120180522	23	01	20180522	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH230120180522_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH230120180522_2.fq.gz
MLFH230120180531	23	01	20180531	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH230120180531_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH230120180531_2.fq.gz
MLFH230120180609	23	01	20180609	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH230120180609_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH230120180609_2.fq.gz
MLFH230220180522	23	02	20180522	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH230220180522_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH230220180522_2.fq.gz
MLFH230220180531	23	02	20180531	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH230220180531_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH230220180531_2.fq.gz
MLFH230220180609	23	02	20180609	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH230220180609_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH230220180609_2.fq.gz
MLFH240120180521	24	01	20180521	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH240120180521_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH240120180521_2.fq.gz
MLFH240120180617	24	01	20180617	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH240120180617_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH240120180617_2.fq.gz
MLFH240120180729	24	01	20180729	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH240120180729_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH240120180729_2.fq.gz
MLFH240220180521	24	02	20180521	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH240220180521_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH240220180521_2.fq.gz
MLFH240220180617	24	02	20180617	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH240220180617_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH240220180617_2.fq.gz
MLFH240220180729	24	02	20180729	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH240220180729_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH240220180729_2.fq.gz
MLFH250120180418	25	01	20180418	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH250120180418_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH250120180418_2.fq.gz
MLFH250120180502	25	01	20180502	2018	2021-02-15-ath-release-02	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH250120180502_1.fq.gz	/home/tbellagio/scratch/pang/grenenet_reads/grenenet-phase1/trimmed_dedup_savio/MLFH250120180502_2.fq.gz
